Check,Cross,Sound_P,Sound_N,Import.thisRepN,Import.thisTrialN,Import.thisN,Import.thisIndex,SS_Prac_Block_Loop.thisRepN,SS_Prac_Block_Loop.thisTrialN,SS_Prac_Block_Loop.thisN,SS_Prac_Block_Loop.thisIndex,SS_Prac_Instr_Loop.thisRepN,SS_Prac_Instr_Loop.thisTrialN,SS_Prac_Instr_Loop.thisN,SS_Prac_Instr_Loop.thisIndex,SS_Prac_Trial_Loop.thisRepN,SS_Prac_Trial_Loop.thisTrialN,SS_Prac_Trial_Loop.thisN,SS_Prac_Trial_Loop.thisIndex,SS_Block_Loop.thisRepN,SS_Block_Loop.thisTrialN,SS_Block_Loop.thisN,SS_Block_Loop.thisIndex,Show_Instr_Bool.thisRepN,Show_Instr_Bool.thisTrialN,Show_Instr_Bool.thisN,Show_Instr_Bool.thisIndex,SS_Instr_Loop.thisRepN,SS_Instr_Loop.thisTrialN,SS_Instr_Loop.thisN,SS_Instr_Loop.thisIndex,SS_Trial_Loop.thisRepN,SS_Trial_Loop.thisTrialN,SS_Trial_Loop.thisN,SS_Trial_Loop.thisIndex,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Line_SS_Instr_PreTrial.started,Line_SS_Instr_PreTrial.stopped,Circle_SS_Instr_PreTrial.started,Circle_SS_Instr_PreTrial.stopped,Score_SS_Intr_PreTrial.started,Score_SS_Intr_PreTrial.stopped,Ball_SS_Instr_PreTrial.started,Ball_SS_Instr_PreTrial.stopped,Text_1_SS_Instr_PreTrial.started,Text_1_SS_Instr_PreTrial.stopped,Text_2_SS_Instr_PreTrial.started,Text_2_SS_Instr_PreTrial.stopped,Text_3_SS_Instr_PreTrial.started,Text_3_SS_Instr_PreTrial.stopped,Resp_SS_Instr_PreTrial.keys,Resp_SS_Instr_PreTrial.started,Resp_SS_Instr_PreTrial.stopped,Line_SS_Instr_MainTrial.started,Line_SS_Instr_MainTrial.stopped,Score_SS_Instr_MainTrial.started,Score_SS_Instr_MainTrial.stopped,Ball_SS_Instr_MainTrial.started,Ball_SS_Instr_MainTrial.stopped,Text_1_SS_Instr_MainTrial.started,Text_1_SS_Instr_MainTrial.stopped,Text_2_SS_Instr_MainTrial.started,Text_2_SS_Instr_MainTrial.stopped,Text_3_SS_Instr_MainTrial.started,Text_3_SS_Instr_MainTrial.stopped,Resp_SS_Instr_MainTrial.keys,Resp_SS_Instr_MainTrial.rt,Resp_SS_Instr_MainTrial.started,Resp_SS_Instr_MainTrial.stopped,Line_SS_Prac_CountDown.started,Line_SS_Prac_CountDown.stopped,Text_SS_Prac_CountDown.started,Text_SS_Prac_CountDown.stopped,Score_SS_Prac_CountDown.started,Score_SS_Prac_CountDown.stopped,Line_SS_Prac_PreTrial.started,Line_SS_Prac_PreTrial.stopped,Score_SS_Prac_PreTrial.started,Score_SS_Prac_PreTrial.stopped,Circle_SS_Prac_PreTrial.started,Circle_SS_Prac_PreTrial.stopped,Ball_SS_Prac_PreTrial.started,Ball_SS_Prac_PreTrial.stopped,Line_SS_Prac_MainTrial.started,Line_SS_Prac_MainTrial.stopped,Score_SS_Prac_MainTrial.started,Score_SS_Prac_MainTrial.stopped,Ball_SS_Prac_MainTrial.started,Ball_SS_Prac_MainTrial.stopped,Resp_SS_Prac_MainTrial.keys,Resp_SS_Prac_MainTrial.rt,Resp_SS_Prac_MainTrial.started,Resp_SS_Prac_MainTrial.stopped,Practice,grp,go_color,default_color,block_num,dt,ct,key,rt,Correct,trial_Count,session,Sound_SS_Prac_PostTrial.started,Sound_SS_Prac_PostTrial.stopped,Line_SS_Prac_PostTrial.started,Line_SS_Prac_PostTrial.stopped,Image_SS_Prac_PostTrial.started,Image_SS_Prac_PostTrial.stopped,Score_SS_Prac_PostTrial.started,Score_SS_Prac_PostTrial.stopped,Ball_SS_Prac_PostTrial.started,Ball_SS_Prac_PostTrial.stopped,Resp_SS_Instr_PreTrial.rt,Instr_SS_Text.started,Instr_SS_Text.stopped,Instr_SS_Key.keys,Instr_SS_Key.rt,Instr_SS_Key.started,Instr_SS_Key.stopped,Text_Instr_Block_Num.started,Text_Instr_Block_Num.stopped,Resp_Instr_Block_Num.keys,Resp_Instr_Block_Num.rt,Resp_Instr_Block_Num.started,Resp_Instr_Block_Num.stopped,Line_SS_CountDown.started,Line_SS_CountDown.stopped,Text_SS_CountDown.started,Text_SS_CountDown.stopped,Line_SS_PreTrial.started,Line_SS_PreTrial.stopped,Circle_SS_PreTrial.started,Circle_SS_PreTrial.stopped,Ball_SS_PreTrial.started,Ball_SS_PreTrial.stopped,Line_SS_MainTrial.started,Line_SS_MainTrial.stopped,Ball_SS_MainTrial.started,Ball_SS_MainTrial.stopped,Resp_SS_MainTrial.keys,Resp_SS_MainTrial.rt,Resp_SS_MainTrial.started,Resp_SS_MainTrial.stopped,Sound_SS_PostTrial.started,Sound_SS_PostTrial.stopped,Line_SS_PostTrial.started,Line_SS_PostTrial.stopped,Image_SS_PostTrial.started,Image_SS_PostTrial.stopped,Ball_SS_PostTrial.started,Ball_SS_PostTrial.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,0.5,0,[],99,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15807920007501,None,100.15807920007501,None,100.15807920007501,None,100.74171530001331,None,100.74171530001331,None,None,,100.74171530001331,None,101.35834318003617,None,101.349403200089,None,101.349403200089,None,101.349403200089,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,-98.5,99,j,0.508144999970682,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.84176990005653,None,101.84176990005653,None,101.84176990005653,None,102.42483849998098,None,102.42483849998098,None,j,0.508144999970682,102.42483849998098,None,102.9752361800056,None,102.96688359999098,None,102.96688359999098,None,102.96688359999098,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,0.5,0,[],99,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4581777000567,None,103.4581777000567,None,103.4581777000567,None,104.04177000001073,None,104.04177000001073,None,None,,104.04177000001073,None,104.64147139008855,None,104.64741720003076,None,104.64741720003076,None,104.64741720003076,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,-98.5,99.0,j,0.5281109000789002,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.14183249999769,None,105.14183249999769,None,105.14183249999769,None,105.72488480003085,None,105.72488480003085,None,j,0.5281109000789002,105.72488480003085,None,106.2920757799875,None,106.28562730003614,None,106.28562730003614,None,106.28562730003614,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,-98.5,99.0,[],99,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.77497160003986,None,106.77497160003986,None,106.77497160003986,None,107.35843370005023,None,107.35843370005023,None,None,,107.35843370005023,None,107.95820209005615,None,107.96154759998899,None,107.96154759998899,None,107.96154759998899,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,-98.5,99.0,j,0.4832511000568047,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.4581632000627,None,108.4581632000627,None,108.4581632000627,None,109.04165250004735,None,109.04165250004735,None,j,0.4832511000568047,109.04165250004735,None,109.558546580025,None,109.55435820005368,None,109.55435820005368,None,109.55435820005368,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",1,-98.5,99.0,j,0.4996987000340596,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.04182919999585,None,110.04182919999585,None,110.04182919999585,None,110.62526770005934,None,110.62526770005934,None,j,0.4996987000340596,110.62526770005934,None,111.1584767800523,None,111.15034030005336,None,111.15034030005336,None,111.15034030005336,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",2,-98.5,99,[],99,0,0,1,,,,,,,,,,,,,,,,,,111.64159950008616,None,j,1.4674897999502718,111.64159950008616,None,113.12524800002575,116.1113703000592,113.12524800002575,None,116.1249351000879,None,116.1249351000879,None,116.1249351000879,None,116.70862180006225,None,116.70862180006225,None,None,,116.70862180006225,None,117.32543728000019,None,117.31557370000519,None,117.31557370000519,None,117.31557370000519,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",2,0.5,0,[],99,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.79169640003238,None,117.79169640003238,None,117.79169640003238,None,118.3753444000613,None,118.3753444000613,None,None,,118.3753444000613,None,118.9751306900871,None,118.98146120004822,None,118.98146120004822,None,118.98146120004822,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",2,-98.5,99,j,0.5065959000494331,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.47531810007058,None,119.47531810007058,None,119.47531810007058,None,120.05834920005873,None,120.05834920005873,None,j,0.5065959000494331,120.05834920005873,None,120.60887548001483,None,120.60154140007216,None,120.60154140007216,None,120.60154140007216,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"[1, 1, 1]","[1, 1, 1]",2,0.5,0,j,0.5297239999054,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0920181000838,None,121.0920181000838,None,121.0920181000838,None,121.67540469998494,None,121.67540469998494,None,j,0.5297239999054,121.67540469998494,None,122.22546818997944,None,122.23096850002185,None,122.23096850002185,None,122.23096850002185,None,1,1,2020_Dec_28_1941,Stop_Signal_Drop,2020.1.3,59.97343176291655,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.7253509000875,None,122.7253509000875,None,122.7253509000875,None,,,,,,,,,,,,,,,,,,,,,,,
